latitude,longitude,count
-44.99006975,-70.67343144015169,1
-43.530955,172.6364343,1
-43.3328881,170.5867749,12
-43.1435301,147.8440404,2
-42.035067,146.6366887,1
-38.2246458,176.5115878,1
-37.8142454,144.9631732,1
-37.5623013,143.8605645,1
-36.8825663,174.7325862,1
-36.852095,174.7631803,2
-36.5986096,144.6780052,2
-35.299020350000006,149.13572485162183,1
-35.2975906,149.1012676,4
-35.2704653,174.0804593,2
-34.7009986,-58.6414843,2
-34.6037181,-58.38153,2
-33.8698439,151.2082848,6
-30.3055236,115.0381436,1
-29.7754806,150.7126738,1
-28.7383012,24.7642251,1
-26.685,27.8758333,1
-26.5643582,-64.882397,1
-26.205,28.049722,1
-22.9110137,-43.2093727,2
-22.1646782,144.5844903,1
-20.2709359,30.9331977,1
-20.1337025,28.6288444,1
-19.8516101,133.2303375,1
-15.8239261,-47.88914597892301,1
-12.46044,130.8410469,1
-10.3333333,-53.2,1
-9.4728904,147.1526687,1
-7.45597405,112.66088771295344,1
-1.2043218,-47.1583944,1
-1.1743797,36.9146727,1
-0.64149345,73.16299780292195,1
0.3437999,32.5625268,1
1.2525957,103.8214462,1
3.1404889999999996,101.68340744434904,1
3.1516964,101.6942371,1
4.15,101.934,1
4.1779879,73.5107387,1
6.9388614,79.8542005,6
7.0759984,80.5746702,1
7.9366015,98.3529292,1
7.95638465,80.759825710275,1
9.2698532,80.8145347,1
9.80073205,77.24446146230301,1
10.348466,107.0752349,1
10.7763897,106.7011391,1
10.8506014,106.7756419,1
11.2450558,75.7754716,1
11.8870004,121.7284131,1
12.3681873,-1.5270944,1
12.6078415,-7.9874585,1
12.98815675,77.62260003796,1
14.2905502,121.0431104,1
16.068,108.212,1
16.3211814,111.97892265793632,1
18.3395945,-64.9423105,1
18.801685900000003,-89.74269714573893,1
18.8944704,-96.9352891,1
18.9068356,75.6741579,1
19.08157715,72.88662753964906,5
19.4326296,-99.1331785,2
19.69335705,-98.88312638220704,1
20.3816674,99.8683325,1
20.9512683,107.1017358,1
21.0283334,105.854041,3
21.0371361,105.83587796801,1
21.1049423,-100.913161418544,1
21.2702801,40.4158308,1
21.35577465,-157.95521107461963,1
21.3874893,103.0185,2
21.41404365,39.82243515489304,1
21.420847,39.826869,2
21.42656,39.85799802431657,1
21.5810088,39.1653612,2
21.69611,104.8752392,1
22.1757605,113.5514142,1
22.2793278,114.1628131,3
22.2821509,114.14472654945044,1
22.3850051,71.745261,2
22.5006423,114.1008152,1
22.5726459,88.3638953,1
22.6230392,120.33827640257569,1
22.928192,88.4860182,1
22.9964948,87.6855882,3
23.1357694,113.1982688,1
23.2584857,77.401989,1
24.3367223,81.97638177757437,1
24.638916,46.7160104,5
24.6512743,43.4946029,2
24.7366039,46.5746494,1
24.7584415,46.5740039,1
24.8546842,67.0207055,2
25.0,44.5,1
25.1925141,62.327192425359094,1
25.8061627,-80.34826925819738,1
26.1093312,-98.2085751,2
26.2966528,50.1202146,1
26.301135,-81.797742,1
26.4367824,50.1039991,1
26.62479125,83.5598395914498,1
26.7990707,82.2052321,2
26.9198813,71.9197573,2
27.1303344,80.859666,1
27.1752554,78.0098161,1
27.4713546,89.6336729,1
27.713,85.3220049,1
27.7472129,-15.6223979,1
27.9963899,120.695345,1
28.4513556,-80.5283059,1
28.5045742,77.0531667,1
28.6138954,77.2090057,7
28.886231350000003,63.44152101578048,1
28.9826533,77.7081013,1
29.3912753,76.9771675,1
29.9455314,-95.327115,2
30.0417376,79.089691,1
30.04542955,32.57450729306838,1
30.4952371,47.8090981,1
30.5566998,114.3109847,1
30.5588519,114.287703,1
30.591848,130.99589484044418,1
30.599558,114.2605988,1
30.9293211,75.5004841,1
31.2323437,121.4691024,2
31.2423947,121.4792097,1
31.5579725,130.50339313329448,1
31.5656822,74.3141829,2
31.6258257,-7.9891608,1
31.6343083,74.8736788,3
31.7621021,74.8295989,1
32.0438284,118.7788631,2
32.090189,75.0153557,1
32.3710726,73.0145399,1
32.48214205,131.10089656440624,2
32.544713200000004,44.431814334435785,1
32.7762719,-96.7968559,1
32.8834833,13.1902348,1
33.0,70.0,1
33.3061701,44.3872213,5
33.38034745,126.54825445912049,1
33.5209356,36.2746979,1
33.5914237,73.0535122,1
33.6649297,75.1629584,1
33.6938118,73.0651511,8
33.712802,71.2678805,1
33.84412,73.796642,1
33.8756947,74.9003129,1
34.0123846,71.5787458,1
34.0479904,73.8151437,1
34.0875109,73.97459205250519,1
34.1409483,77.4831011,1
34.261004,108.9423363,1
34.2963089,135.8816819,1
34.4711417,135.8215426,1
34.5594418,76.1255982,1
34.604167,114.497222,1
34.666666,112.3735934,1
34.6932379,135.1943764,1
34.7021912,135.4955866,1
34.983063,135.757541,1
35.021041,135.7556075,4
35.1252011,-106.6957017,1
35.1424973,136.1336983,1
35.1594647,126.8515034,1
35.329564,139.54442,1
35.470011650000004,139.84770242173232,1
35.4729886,-97.5170536,1
35.6235902,140.1033785,2
35.6821936,139.762221,5
35.688467,127.9148636,1
35.9256982,128.5503144,1
36.0664318,-75.6935448,1
36.3415843,43.1291386,1
36.5262463,-5.9008367301110844,3
36.7014631,-118.755997,1
36.7695335,-5.7710556,1
36.7753606,3.0601882,1
36.8500484,75.4283462,1
36.99057185,128.11951098940523,12
37.1734995,-3.5995337,2
37.2089184,-76.7783003,1
37.4429964,-122.1545229,1
37.5666791,126.9782914,5
37.5754797,126.9799186,1
37.57975395,126.9766806988686,1
37.75454,140.4592144,2
37.7792588,-122.4193286,1
37.78514655,-122.43047512968477,1
37.87352525,-122.23834776150034,1
37.9440253,126.6526477,1
37.9558744,126.6770213,1
38.029306,-78.4766781,1
38.7604815,-92.5617875,1
38.8905926,-77.00443904623879,1
38.8950368,-77.0365427,7
38.91502835,-77.05595631789902,1
38.91721095,-77.05221767096326,1
39.0167979,125.7473609,4
39.049011,-95.677556,1
39.5079538,2.5315622,3
39.6393647,-106.3655342,1
39.6550017,66.9756954,1
39.7675529,64.4231326,2
39.8963997,-4.49743657062888,1
39.9527237,-75.1635262,1
40.0317536,-75.630392,1
40.190632,116.412144,10
40.4167047,-3.7035825,2
40.64179465,-4.15528565,1
40.684763,-75.537464,1
40.7074707,-74.0111934,1
40.7127281,-74.0060152,2
40.7230541,-111.4517127,1
40.76754595,-73.96960894332463,1
41.05264695,129.19279796676676,1
41.3123363,69.2787079,1
41.3547558,-72.1136767,1
41.3828939,2.1774322,1
41.7263168,-95.4720389,1
41.8182821,-88.0757757,1
41.8523094,1.5745043,1
41.8933203,12.4829321,11
42.0582633,3.161221,1
42.1368853,13.610341022538911,1
42.35316885,10.896462863160158,1
42.3554334,-71.060511,2
42.5195292,-70.8967226,1
42.5824012,0.5388271671307273,1
42.728653050000005,-1.97383746697463,1
42.910719,-76.7967848,1
43.1875572,44.5375689,1
43.335081,12.906334,1
43.3381034,52.8556219,1
43.3768445,-4.1197476,1
43.411391,-106.280075,1
43.4967842,0.7102914,1
43.6534817,-79.3839347,2
43.7697955,11.2556404,2
44.451354050000006,34.12929660095275,1
44.648618,-63.5859487,1
45.0677551,7.6824892,2
45.2613104,9.491678060021837,1
45.28350435,34.20081877526554,1
45.4208777,-75.6901106,7
45.4371908,12.3345898,1
45.4612534,-74.0905549,1
45.4641943,9.1896346,2
45.5182897,12.678286,1
46.22479115,6.112793858287377,2
47.2186371,-1.5541362,1
47.3900474,0.6889268,1
47.8405079,67.6139258,1
47.9027336,1.9086066,1
48.3690341,10.8979522,1
48.6796927,5.8434058,1
48.7081906,44.5153353,1
48.7323472,6.236384,1
48.8432366,12.972922,1
48.8534951,2.3483915,19
48.8565161,8.2191744,1
48.87377665,2.299282519387282,1
48.8823012,2.3213298,2
49.12119115,-56.64032459262498,2
49.1589278,5.3867277,1
49.2608724,-123.113952,1
49.3780921,2.4141907,1
49.6852175,11.908791622314697,1
49.8828344,-97.1285858,1
50.0639135,14.4413073,1
50.780805,-0.678208,2
51.115320749999995,71.46636599643543,1
51.166239,71.4311053,1
51.2486531,-1.89348305766598,1
51.3406321,12.3747329,1
51.38267,-1.1518107,1
51.3948374,-0.5519609464752796,1
51.4837886,-0.6040418665032687,1
51.4893335,-0.1440550845276872,17
51.4993886,-0.1244809742087879,4
51.499399,-0.1273910483333311,1
51.500251950000006,-0.1564690329157176,1
51.5030015,-0.1139812,1
51.51746915,-0.1743178530004681,1
51.7520131,-1.2578499,1
51.84656135,-0.5394670569626316,1
51.8666527,12.646761,1
52.2230983,21.02957465952579,1
52.47532,13.3237587,1
52.4760892,-71.8258668,1
52.5170365,13.3888599,2
52.5310214,-1.2649062,2
52.7284091,-1.7291593,1
53.2607825,-113.5511681,1
53.4071991,-2.99168,1
54.3482243,10.117805527229162,4
54.5859836,-6.9591554,1
54.85576545,9.366532242641568,2
54.8636522,-1.4898488,1
54.9931068,73.3614679,1
54.9978678,-7.3213056,1
55.001251,-125.002441,1
55.6433478,12.0819247,1
55.6867243,12.5700724,1
55.718493800000005,37.51628476520155,1
55.7431194,37.56541641043117,1
55.7505412,37.6174782,6
55.75663155,37.58919992106632,1
55.8619944,-3.1697663,1
56.2830186,-3.7524682,1
56.6573112,84.95109170242839,1
56.7291997,-111.3885221,1
56.7861112,-4.1140518,2
59.9133301,10.7389701,1
59.9606739,30.1586551,2
59.990845,29.774652,1
63.000147,-136.002502,1
64.4459613,-149.680909,1
67.6923521,26.729968325939534,1
